transaction_id,customer_id,transaction_date,amount,currency,country,transaction_type,merchant,counterparty_name,description,channel,transactions_count,avg_amount_customer,high_amount_flag,risk_level,description_lower,rule_high_amount,rule_high_risk_country,rule_suspicious_description,rule_amount_vs_avg,rule_many_transactions,risk_score,aml_risk_level,alert_flag,alert_reason
119,152,2025-11-30 11:15:26.224208,52.82,USD,Turkey,payment,Luna Ltd,Ronald Booth,Manage beyond especially.,mobile,35,2298.056857142857,0,medium,manage beyond especially.,0,0,0,0,0,0,low,0,
120,898,2025-11-08 13:42:26.224208,32.55,USD,Lithuania,transfer,Wilson Inc,Jasmine Miller,Wife stock lay instead.,mobile,36,2006.854444444444,0,medium,wife stock lay instead.,0,0,0,0,0,0,low,0,
121,911,2026-01-17 14:32:26.224208,2117.36,USD,Kazakhstan,withdrawal,Blackwell-Rose,Rhonda Padilla,Just and bill.,branch,52,2519.5267307692307,0,high,just and bill.,0,1,0,0,1,35,medium,1,"high risk country, many transactions"
122,217,2025-10-27 14:12:26.224208,402.9,USD,Belarus,payment,Parks PLC,Jason Sanchez,System civil dark wind.,mobile,38,2104.1555263157898,0,high,system civil dark wind.,0,1,0,0,0,25,low,0,high risk country
123,383,2025-12-01 12:47:26.224208,2639.01,USD,Lithuania,withdrawal,Reed-Cohen,Susan Tucker,Population those two small find long.,online,26,2500.5950000000003,0,medium,population those two small find long.,0,0,0,0,0,0,low,0,
124,760,2026-01-29 15:43:26.224208,2363.17,USD,Kazakhstan,payment,Hood Ltd,Sandra Stephens,Economic responsibility mind star culture national.,mobile,24,2834.6283333333336,0,high,economic responsibility mind star culture national.,0,1,0,0,0,25,low,0,high risk country
125,406,2026-01-13 19:20:26.224208,216.1,USD,UAE,withdrawal,Wright PLC,Jorge Zimmerman,West water site according.,mobile,33,3471.165151515152,0,medium,west water site according.,0,0,0,0,0,0,low,0,
126,717,2026-01-27 20:41:26.224208,4101.21,USD,USA,transfer,"Mcmillan, Guerra and Chandler",Raymond Ferguson,Black some sea approach air generation government.,online,30,2105.8686666666667,0,low,black some sea approach air generation government.,0,0,0,0,0,0,low,0,
127,375,2025-12-28 14:47:26.224208,716.94,USD,Ukraine,transfer,"Young, Lara and Henson",Michael Bass,North modern child.,online,32,2228.360625,0,high,north modern child.,0,1,0,0,0,25,low,0,high risk country
128,171,2025-11-24 08:22:26.224208,195.18,USD,Germany,transfer,Allen-Gutierrez,Dorothy Cook,Thousand laugh western cause agreement.,branch,31,1486.9803225806452,0,low,thousand laugh western cause agreement.,0,0,0,0,0,0,low,0,
129,118,2026-01-26 11:05:26.224208,1420.69,USD,Ukraine,transfer,Bentley-Donovan,Patricia Smith,Mother difference practice southern.,online,26,2441.606153846154,0,high,mother difference practice southern.,0,1,0,0,0,25,low,0,high risk country
130,226,2025-10-13 03:28:26.224208,329.41,USD,USA,withdrawal,Wallace-Tran,Philip Fernandez,Trade heart daughter agent nice.,online,34,3954.227647058823,0,low,trade heart daughter agent nice.,0,0,0,0,0,0,low,0,
131,996,2025-12-27 01:36:26.224208,368.85,USD,Poland,payment,York Inc,Katherine Mosley,Method term case give but view.,mobile,24,2157.745416666666,0,low,method term case give but view.,0,0,0,0,0,0,low,0,
132,62,2025-12-31 22:25:26.224208,5947.95,USD,Russia,withdrawal,"Graham, Park and Calhoun",Patricia Walker,Shake race head particularly speech.,branch,30,2088.712666666667,0,high,shake race head particularly speech.,0,1,0,0,0,25,low,0,high risk country
133,938,2025-10-02 12:04:26.224208,216.31,USD,Czech Republic,withdrawal,Baker and Sons,Jason Castro,Go white almost plan.,online,27,4564.451111111112,0,medium,go white almost plan.,0,0,0,0,0,0,low,0,
134,213,2025-12-28 14:23:26.224208,20.18,USD,Czech Republic,payment,Rowland-Hernandez,Anthony Sutton,Evidence get claim.,online,28,4087.495,0,medium,evidence get claim.,0,0,0,0,0,0,low,0,
135,64,2026-01-27 05:53:26.224208,461.83,USD,Germany,withdrawal,"Sims, Robinson and Wilkerson",Richard Walsh,Skin concern sure.,online,30,3629.581,0,low,skin concern sure.,0,0,0,0,0,0,low,0,
136,480,2025-12-01 09:03:26.224208,8457.82,USD,Poland,transfer,"Roberts, Johnson and Phillips",Denise Walker,Idea stop think.,online,28,6196.748928571428,0,low,idea stop think.,0,0,0,0,0,0,low,0,
137,849,2025-12-03 10:17:26.224208,1120.2,USD,Lithuania,transfer,"Russell, Moyer and Roberts",Michael Mills,Final bag past.,mobile,33,2717.342121212121,0,medium,final bag past.,0,0,0,0,0,0,low,0,
138,553,2025-11-08 02:41:26.224208,920.01,USD,Kazakhstan,payment,"Jones, Butler and Hernandez",David Gregory,Few go live.,mobile,31,2317.7432258064514,0,high,few go live.,0,1,0,0,0,25,low,0,high risk country
139,29,2025-12-02 22:51:26.224208,2675.3,USD,Russia,withdrawal,Davies-Cooke,Sandra Lindsey,Think hear mention.,online,39,3778.158974358975,0,high,think hear mention.,0,1,0,0,0,25,low,0,high risk country
140,185,2026-02-28 18:00:26.224208,2060.18,USD,Turkey,withdrawal,"Moore, Williams and Armstrong",Edward Whitaker,Region police recently until.,online,26,6380.233076923077,0,medium,region police recently until.,0,0,0,0,0,0,low,0,
141,642,2025-11-17 09:42:26.224208,1318.66,USD,Turkey,payment,Benson PLC,Jaclyn Walker,Nature local will develop air.,online,31,2179.7790322580645,0,medium,nature local will develop air.,0,0,0,0,0,0,low,0,
142,484,2026-03-10 22:45:26.224208,86.64,USD,UK,transfer,Thompson-Cox,Loretta Davis DDS,Beautiful radio two statement.,branch,34,1655.004411764706,0,low,beautiful radio two statement.,0,0,0,0,0,0,low,0,
143,673,2025-12-26 17:23:26.224208,2299.53,USD,Czech Republic,payment,Mathis and Sons,Amy Garcia,Arm clearly resource.,branch,22,4268.572727272727,0,medium,arm clearly resource.,0,0,0,0,0,0,low,0,
144,542,2025-10-22 10:08:26.224208,6150.02,USD,Germany,payment,"Russo, Ramsey and Hernandez",Felicia Allen,Represent loss billion shoulder.,mobile,29,2445.116896551724,0,low,represent loss billion shoulder.,0,0,0,0,0,0,low,0,
145,822,2025-12-23 08:30:26.224208,141.2,USD,Czech Republic,payment,"Giles, Lopez and Baker",Kelly Boone,Statement hot section us strong.,mobile,35,7934.268571428571,0,medium,statement hot section us strong.,0,0,0,0,0,0,low,0,
146,701,2025-10-15 01:19:26.224208,230.01,USD,UAE,transfer,Molina-Huang,Debbie Gonzales,Why threat area well fine.,online,36,4087.242222222222,0,medium,why threat area well fine.,0,0,0,0,0,0,low,0,
147,274,2025-11-11 00:52:26.224208,722.2,USD,Kazakhstan,payment,Webb-Horton,Steven Ramirez,Although pressure reduce whether.,mobile,27,1237.4025925925928,0,high,although pressure reduce whether.,0,1,0,0,0,25,low,0,high risk country
148,384,2025-11-03 19:36:26.224208,564.12,USD,USA,transfer,Riley-Francis,Nathan Palmer,People organization lay school six.,mobile,29,2215.1327586206894,0,low,people organization lay school six.,0,0,0,0,0,0,low,0,
149,864,2026-01-30 04:29:26.224208,1415.94,USD,Ukraine,withdrawal,Pittman-Ortiz,Amanda Rodriguez,Impact could better sing suggest our.,online,28,2328.7225000000003,0,high,impact could better sing suggest our.,0,1,0,0,0,25,low,0,high risk country
150,338,2026-03-06 03:18:26.224208,2315.17,USD,Lithuania,withdrawal,Douglas Ltd,Ryan Bauer,Say medical put history claim certainly.,branch,25,3118.0820000000003,0,medium,say medical put history claim certainly.,0,0,0,0,0,0,low,0,
151,467,2026-02-25 16:11:26.224208,4346.48,USD,Turkey,payment,Woodward LLC,Justin Benson,Voice position want should meeting fast.,branch,26,2927.611923076923,0,medium,voice position want should meeting fast.,0,0,0,0,0,0,low,0,
152,424,2025-12-11 05:33:26.224208,2713.04,USD,Belarus,transfer,Taylor and Sons,Sarah Johnson,Full conference short.,online,29,1921.2034482758625,0,high,full conference short.,0,1,0,0,0,25,low,0,high risk country
153,618,2025-11-14 13:20:26.224208,253.29,USD,Belarus,transfer,Burke LLC,Sophia Abbott,That next force.,online,42,4987.91,0,high,that next force.,0,1,0,0,1,35,medium,1,"high risk country, many transactions"
154,217,2025-10-27 20:08:26.224208,5235.63,USD,USA,transfer,Young LLC,Sergio Newton,Get positive know according start hard.,branch,38,2104.1555263157898,0,low,get positive know according start hard.,0,0,0,0,0,0,low,0,
155,766,2025-11-17 20:21:26.224208,572.41,USD,USA,payment,Tran Ltd,Christopher Smith,Try huge father adult scene.,branch,30,1893.272,0,low,try huge father adult scene.,0,0,0,0,0,0,low,0,
156,750,2026-02-26 19:22:26.224208,535.02,USD,Turkey,withdrawal,Keller-Michael,Stacey Russell,Girl rock another operation.,mobile,35,1729.0617142857143,0,medium,girl rock another operation.,0,0,0,0,0,0,low,0,
157,172,2025-10-19 10:11:26.224208,2460.11,USD,Czech Republic,withdrawal,"Williams, Martinez and Zimmerman",Michelle Brown,Energy head city reach recognize sea.,online,26,2979.4526923076924,0,medium,energy head city reach recognize sea.,0,0,0,0,0,0,low,0,
158,22,2026-03-18 11:17:26.224208,366.88,USD,UK,transfer,Smith-Tate,James Brown,Remain paper account magazine.,mobile,44,2178.4654545454546,0,low,remain paper account magazine.,0,0,0,0,1,10,low,0,many transactions
159,180,2025-10-18 05:48:26.224208,1522.0,USD,USA,transfer,Mullins-Jackson,Jessica Brown,Crime add shake maybe only. Ð¾Ð±Ð½Ð°Ð»,branch,21,1786.215238095238,0,low,crime add shake maybe only. ð¾ð±ð½ð°ð»,0,0,0,0,0,0,low,0,
160,40,2025-12-03 05:16:26.224208,662.26,USD,UK,withdrawal,Hamilton-Peterson,Donna Mccall,West exactly PM face.,mobile,37,2165.425945945946,0,low,west exactly pm face.,0,0,0,0,0,0,low,0,
161,642,2026-02-17 01:18:26.224208,1766.48,USD,Belarus,payment,Rose PLC,Robert Cunningham,Job industry family simply day plan.,online,31,2179.7790322580645,0,high,job industry family simply day plan.,0,1,0,0,0,25,low,0,high risk country
162,895,2026-03-04 08:33:26.224208,3339.95,USD,Lithuania,transfer,Mcguire-Rogers,Ashley Johnston,Them student week often.,mobile,27,3801.406296296296,0,medium,them student week often.,0,0,0,0,0,0,low,0,
163,904,2026-01-22 21:04:26.224208,1680.76,USD,Kazakhstan,withdrawal,Martin and Sons,Alexander Bernard,Become lot indeed maybe property money.,branch,32,3444.6009375,0,high,become lot indeed maybe property money.,0,1,0,0,0,25,low,0,high risk country
164,849,2025-11-22 09:25:26.224208,2373.01,USD,Belarus,payment,Smith PLC,Marcus Webb,Quite understand sure general admit participant. cash out,mobile,33,2717.342121212121,0,high,quite understand sure general admit participant. cash out,0,1,1,0,0,45,medium,1,"high risk country, suspicious description"
165,977,2025-10-02 14:05:26.224208,79.25,USD,UAE,payment,Stewart Ltd,David Brock,Responsibility listen no.,mobile,38,7607.916578947367,0,medium,responsibility listen no.,0,0,0,0,0,0,low,0,
166,952,2025-10-22 01:16:26.224208,1145.63,USD,Russia,payment,Scott and Sons,Keith Davis,Pay child that thought method college.,online,30,2176.157,0,high,pay child that thought method college.,0,1,0,0,0,25,low,0,high risk country
167,349,2026-01-04 05:32:26.224208,1137.6,USD,Poland,withdrawal,Morgan LLC,James Hall,Easy oil test box ball heavy.,mobile,30,2016.5443333333333,0,low,easy oil test box ball heavy.,0,0,0,0,0,0,low,0,
168,47,2025-11-22 05:03:26.224208,2592.56,USD,Lithuania,payment,Keith Group,Natalie Sanchez,Southern focus much.,branch,35,2575.058285714286,0,medium,southern focus much.,0,0,0,0,0,0,low,0,
169,877,2025-12-23 08:40:26.224208,3927.08,USD,Kazakhstan,payment,"Walker, Wood and Parker",Audrey Hunt,Measure study capital what above lay.,mobile,25,2120.578,0,high,measure study capital what above lay.,0,1,0,0,0,25,low,0,high risk country
170,357,2026-02-14 02:51:26.224208,441.8,USD,Germany,payment,Stevens Group,Christina Smith,Person reveal find yard line.,branch,23,2800.5765217391304,0,low,person reveal find yard line.,0,0,0,0,0,0,low,0,
171,144,2026-02-14 05:30:26.224208,13834.94,USD,Germany,withdrawal,Ellis-Hardin,Lindsay Miller,Life poor sister speak.,online,34,2353.328235294118,1,low,life poor sister speak.,1,0,0,1,0,45,medium,1,"high amount, amount above avg"
172,389,2025-10-28 08:38:26.224208,922.39,USD,Belarus,withdrawal,Taylor PLC,Douglas Colon,Hair building less explain exactly those.,mobile,20,1890.89,0,high,hair building less explain exactly those.,0,1,0,0,0,25,low,0,high risk country
173,771,2025-11-19 00:26:26.224208,4352.28,USD,UAE,transfer,"Lopez, Hayden and Turner",Jared Davis,Data push study leader fall stuff.,mobile,33,2465.5478787878787,0,medium,data push study leader fall stuff.,0,0,0,0,0,0,low,0,
174,123,2025-10-19 01:10:26.224208,2916.59,USD,UK,transfer,Kelley-Maldonado,Dan Glover,Represent right sense institution somebody evening.,online,39,1888.2310256410256,0,low,represent right sense institution somebody evening.,0,0,0,0,0,0,low,0,
175,705,2026-02-01 10:00:26.224208,5103.29,USD,Poland,transfer,Kelly-Wang,Brooke Edwards,Hospital possible know.,mobile,26,2650.131538461538,0,low,hospital possible know.,0,0,0,0,0,0,low,0,
176,852,2026-02-18 14:37:26.224208,1093.56,USD,Lithuania,transfer,"White, Williams and White",Lisa Phillips,Art green notice.,online,22,2065.2436363636366,0,medium,art green notice.,0,0,0,0,0,0,low,0,
177,152,2025-10-29 21:43:26.224208,972.0,USD,Poland,withdrawal,"Castro, Jackson and Frank",Martin Smith,Watch after model left.,branch,35,2298.056857142857,0,low,watch after model left.,0,0,0,0,0,0,low,0,
178,772,2025-12-28 11:34:26.224208,202.87,USD,Lithuania,payment,Bentley-Castillo,Melody Simpson,Begin sit international.,mobile,39,4375.380256410256,0,medium,begin sit international.,0,0,0,0,0,0,low,0,
179,89,2025-10-04 16:00:26.224208,1180.64,USD,UK,payment,Lynch-Bailey,Lisa Hampton,Both own marriage cold environmental.,branch,30,2268.203666666667,0,low,both own marriage cold environmental.,0,0,0,0,0,0,low,0,
180,993,2026-03-03 07:53:26.224208,69.43,USD,Turkey,payment,Tran-Flynn,Joseph Mendez,Mission writer foreign too.,mobile,25,3031.002,0,medium,mission writer foreign too.,0,0,0,0,0,0,low,0,
181,104,2026-03-15 12:10:26.224208,3922.56,USD,Poland,withdrawal,Hodges-Peterson,Julian Arnold,Compare affect already daughter body inside.,branch,30,2456.393333333333,0,low,compare affect already daughter body inside.,0,0,0,0,0,0,low,0,
182,790,2026-01-16 06:46:26.224208,76.45,USD,Germany,withdrawal,Sanders Ltd,Brett Pittman DDS,With bad five that drive.,mobile,28,4010.464285714286,0,low,with bad five that drive.,0,0,0,0,0,0,low,0,
183,117,2026-01-06 22:15:26.224208,1198.97,USD,Poland,withdrawal,"Skinner, Mcbride and Davis",Shawn Phillips,Learn final budget stand.,online,19,2216.2615789473684,0,low,learn final budget stand.,0,0,0,0,0,0,low,0,
184,326,2025-11-10 06:59:26.224208,2663.93,USD,Ukraine,payment,Andrade-Jennings,Mrs. Susan Lawrence,Product itself item development question thought.,mobile,27,4147.708518518518,0,high,product itself item development question thought.,0,1,0,0,0,25,low,0,high risk country
185,535,2026-03-08 22:50:26.224208,659.08,USD,Germany,payment,Conner-Thompson,Duane Dudley,Cut tonight field.,online,18,5704.254444444445,0,low,cut tonight field.,0,0,0,0,0,0,low,0,
186,390,2025-11-29 05:41:26.224208,151.84,USD,Poland,withdrawal,Fitzgerald-Young,Antonio Thomas,How news dark often.,mobile,34,3046.46205882353,0,low,how news dark often.,0,0,0,0,0,0,low,0,
187,513,2025-11-29 19:03:26.224208,1388.93,USD,Kazakhstan,withdrawal,Wilson-Page,Levi Garcia,Item article fly across.,online,31,3784.3887096774192,0,high,item article fly across.,0,1,0,0,0,25,low,0,high risk country
188,75,2026-03-19 10:32:26.224208,1670.14,USD,Poland,withdrawal,Butler-Anderson,Roy Harmon,Book paper suddenly.,branch,46,3598.100217391305,0,low,book paper suddenly.,0,0,0,0,1,10,low,0,many transactions
189,261,2025-10-30 14:28:26.224208,1767.16,USD,Ukraine,transfer,Smith-West,Cathy Ward,Fact test could detail.,online,41,4002.8834146341455,0,high,fact test could detail.,0,1,0,0,1,35,medium,1,"high risk country, many transactions"
190,417,2026-01-20 20:34:26.224208,5430.69,USD,Germany,payment,"Chavez, Carroll and Li",Paula Hodge,Else response front foreign process.,branch,22,7901.282272727272,0,low,else response front foreign process.,0,0,0,0,0,0,low,0,
191,159,2025-10-23 13:36:26.224208,4755.82,USD,Belarus,transfer,Rice-Thompson,Mrs. Leslie Moore DDS,Last me wind.,mobile,41,1628.76,0,high,last me wind.,0,1,0,0,1,35,medium,1,"high risk country, many transactions"
192,642,2025-10-27 00:03:26.224208,13865.04,USD,UAE,payment,"Patterson, Luna and Burton",Dr. Ryan Barnes,Police each only.,online,31,2179.7790322580645,1,medium,police each only.,1,0,0,1,0,45,medium,1,"high amount, amount above avg"
193,476,2026-02-01 06:13:26.224208,270.6,USD,Kazakhstan,transfer,"Conrad, Sharp and Gray",Angela Lopez,Might Congress think body.,branch,29,1938.1313793103448,0,high,might congress think body.,0,1,0,0,0,25,low,0,high risk country
194,410,2025-11-19 09:25:26.224208,1768.03,USD,Germany,payment,"Gonzalez, Brady and Hamilton",Jeffrey Vincent,Movie young win account apply man.,online,27,1601.2592592592594,0,low,movie young win account apply man.,0,0,0,0,0,0,low,0,
195,77,2026-02-14 22:17:26.224208,99.72,USD,Kazakhstan,withdrawal,Cox-Murphy,Dawn Gomez,Certainly wonder father cover win.,online,27,2932.4551851851847,0,high,certainly wonder father cover win.,0,1,0,0,0,25,low,0,high risk country
196,153,2026-01-16 08:06:26.224208,963.16,USD,Russia,withdrawal,David-Cantu,John Wright,During audience sing.,online,26,4539.123846153846,0,high,during audience sing.,0,1,0,0,0,25,low,0,high risk country
197,572,2026-02-11 03:07:26.224208,1476.32,USD,Kazakhstan,transfer,Solis-Brown,Edward Blevins,Thought understand pick law partner model.,online,34,2033.3720588235287,0,high,thought understand pick law partner model.,0,1,0,0,0,25,low,0,high risk country
198,75,2025-10-10 04:41:26.224208,4298.35,USD,USA,withdrawal,Adams Group,Stephanie Barber,Push role time strategy music audience.,mobile,46,3598.100217391305,0,low,push role time strategy music audience.,0,0,0,0,1,10,low,0,many transactions
199,516,2025-10-16 16:03:26.224208,143.36,USD,USA,payment,"Bradshaw, West and Davis",Jessica Vance,Project military inside business hour health.,online,24,3150.861666666666,0,low,project military inside business hour health.,0,0,0,0,0,0,low,0,
200,812,2025-10-23 23:38:26.224208,6780.59,USD,UK,withdrawal,"Flynn, Reese and Beasley",Lisa Miller,Pick yet at attention turn admit.,online,33,3563.9466666666667,0,low,pick yet at attention turn admit.,0,0,0,0,0,0,low,0,
201,378,2025-11-02 03:49:26.224208,958.41,USD,Czech Republic,payment,"Schneider, Clark and Le",Jessica Eaton,Use wife avoid news position.,branch,29,3929.84,0,medium,use wife avoid news position.,0,0,0,0,0,0,low,0,
