transaction_id;customer_id;transaction_date;amount;currency;country;transaction_type;merchant;counterparty_name;description;channel
200;812;2025-10-23 23:38:26.224208;6780.59;USD;UK;withdrawal;Flynn, Reese and Beasley;Lisa Miller;Pick yet at attention turn admit.;online
201;378;2025-11-02 03:49:26.224208;958.41;USD;Czech Republic;payment;Schneider, Clark and Le;Jessica Eaton;Use wife avoid news position.;branch
202;209;2025-12-29 22:24:26.224208;200.95;USD;Lithuania;withdrawal;Jones Inc;Stephen Anderson;Heavy day fall care peace list.;online
203;882;2025-10-16 11:00:26.224208;1716.02;USD;Belarus;withdrawal;Wolfe Ltd;Mark Molina;Attention ok and along.;online
204;414;2026-03-06 19:38:26.224208;1471.8;USD;Kazakhstan;transfer;Bullock, Miller and Myers;James Allen;Nature necessary view religious.;mobile
205;434;2025-09-23 03:52:26.224208;7400.85;USD;Russia;withdrawal;Garcia LLC;Arthur White;Suddenly information hour sing around.;branch
206;489;2026-01-14 14:50:26.224208;1037.65;USD;Czech Republic;payment;Estes PLC;Karen Mendez;Talk picture know no.;mobile
207;244;2025-12-12 13:24:26.224208;4579.9;USD;UK;withdrawal;Rios-Lloyd;Tyler Glass;System test various wrong alone.;branch
208;525;2025-11-23 10:17:26.224208;1023.51;USD;Turkey;withdrawal;White, Woods and Newton;Benjamin Wallace;Less example condition.;mobile
209;133;2026-02-21 08:12:26.224208;4464.36;USD;Poland;payment;Hughes Inc;Jerry Bowman;Cultural call rise safe.;online
210;440;2025-10-21 01:02:26.224208;47340.58;USD;Turkey;transfer;Davis-Johnson;Christine Landry;Possible she spend.;online
211;83;2025-11-16 08:03:26.224208;3222.17;USD;UK;transfer;Roberts-Norris;Jennifer Perez;Future carry drug north.;mobile
212;789;2025-11-05 15:19:26.224208;1843.46;USD;Czech Republic;transfer;Stuart Group;Suzanne Roy;Plant all quite raise.;branch
213;748;2026-02-13 08:27:26.224208;2084.59;USD;USA;payment;Webb LLC;John Rodriguez;Director majority best. gift;mobile
214;40;2025-10-28 21:36:26.224208;50.38;USD;Kazakhstan;withdrawal;Zavala LLC;Travis Bailey;Information green share today member.;mobile
215;570;2025-11-10 10:56:26.224208;2997.84;USD;Turkey;payment;Mata and Sons;Ronald Reilly;Way rich explain chair early skill above.;branch
216;109;2026-02-23 08:36:26.224208;3681.05;USD;Lithuania;payment;Morales, Young and Joseph;Richard Payne;Senior have write section many.;mobile
217;969;2025-10-27 21:50:26.224208;141.77;USD;Turkey;transfer;Singh PLC;Lisa Cantrell;Painting education theory top teach wide.;branch
218;723;2026-01-13 00:15:26.224208;2732.48;USD;UK;transfer;Peterson, Lewis and Yoder;Ann Edwards;Form moment cost.;online
219;989;2026-03-19 12:15:26.224208;1156.21;USD;USA;transfer;Snow, Carter and Harper;Mark Kelley;Husband could quality push serious south.;mobile
220;9;2026-02-21 09:32:26.224208;3044.09;USD;Kazakhstan;withdrawal;Lee Group;Lydia Tucker;Hundred let school car center.;online
221;606;2026-03-18 20:32:26.224208;210.26;USD;Turkey;withdrawal;Watson, Cole and Williams;Brandi Fleming;Middle water notice church process.;mobile
222;991;2026-01-23 17:51:26.224208;5240.22;USD;Germany;payment;Cox-Young;Jennifer Green;House pick college.;branch
223;573;2026-01-22 14:09:26.224208;1987.25;USD;Czech Republic;withdrawal;Harrison-Hernandez;Angela Zimmerman;Century Republican opportunity state environment speak.;mobile
224;484;2025-11-04 23:04:26.224208;217.74;USD;USA;transfer;Gray, Gaines and Aguilar;Todd Johnson;Present floor tax official assume big.;branch
225;220;2025-11-26 11:42:26.224208;4284.49;USD;Lithuania;transfer;Irwin Inc;Monique Harris;Beyond response break. cash out;mobile
226;563;2025-12-14 23:28:26.224208;1914.07;USD;Germany;transfer;Rodriguez LLC;Jacob Grant;Mean student me.;branch
227;830;2025-11-14 13:26:26.224208;2083.02;USD;Russia;payment;Pugh-Sanchez;Brittany Barber;Dark old small choose.;online
228;562;2025-09-27 01:08:26.224208;1997.39;USD;Poland;payment;Davis, Clark and Hughes;Dylan Walker;The sometimes human agent increase.;online
229;190;2025-09-30 13:51:26.224208;3146.51;USD;Russia;withdrawal;Buchanan-Prince;Amy Glass;Head treatment even course.;online
230;675;2026-02-09 04:38:26.224208;331.21;USD;USA;payment;Greene-Johnson;Daniel Dunn;Not send available eye name.;online
231;492;2025-12-30 03:06:26.224208;289.95;USD;Ukraine;withdrawal;Jackson, White and Edwards;Dwayne Velez;Dinner stuff source hospital big own.;online
232;35;2026-02-18 23:01:26.224208;1613.38;USD;Poland;transfer;Daniels, Mcdonald and Soto;Brittany Mason;Word enough general sort sit.;mobile
233;486;2025-11-29 21:45:26.224208;6280.08;USD;USA;withdrawal;Vaughan, Stewart and Thomas;Joshua Harper;Usually apply live.;branch
234;616;2025-12-18 04:21:26.224208;2006.21;USD;Lithuania;payment;Ewing-George;Timothy Schneider;Husband at walk white clearly indicate choice.;online
235;738;2026-02-05 08:53:26.224208;1525.96;USD;UAE;withdrawal;Freeman, Howard and Mullins;Ryan Deleon;Fly top doctor attack.;mobile
236;488;2025-11-20 03:38:26.224208;8826.05;USD;Poland;transfer;Medina and Sons;Kathy Long DVM;Interesting manage necessary skin.;online
237;31;2026-01-09 18:07:26.224208;19709.76;USD;Belarus;withdrawal;Boyle-Nichols;Suzanne Gray;Voice American structure write.;mobile
238;637;2026-03-05 17:50:26.224208;5332.6;USD;Kazakhstan;withdrawal;Roberts-Munoz;Timothy Wood;Scientist bag term kid then.;online
239;834;2026-03-13 08:00:26.224208;42196.53;USD;USA;payment;Lewis-Johnson;Tammy White;Operation gas because agree away new.;branch
240;142;2025-09-25 23:27:26.224208;1558.67;USD;Poland;withdrawal;Duran, Skinner and Castro;Patrick Brown;Scientist green bag some million author.;mobile
241;683;2025-11-19 18:27:26.224208;3513.31;USD;UAE;payment;Smith-Hamilton;Timothy Aguilar;Practice culture lot kid.;online
242;332;2026-03-04 02:43:26.224208;349.58;USD;Kazakhstan;withdrawal;Adkins-Smith;Selena Nicholson;Rather trial four nation.;online
243;771;2025-10-05 09:02:26.224208;766.86;USD;Ukraine;transfer;Vasquez, Brooks and Smith;Holly Olson;Alone attorney sometimes.;branch
244;107;2026-01-21 11:55:26.224208;363.17;USD;Germany;withdrawal;Coleman, Colon and Ward;Lynn Wood;Become north ok Democrat short.;branch
245;826;2026-03-03 06:55:26.224208;13881.0;USD;Lithuania;payment;Lucas, Morton and Stevens;Charles Hernandez;Tend official laugh attention region specific. cash out;online
246;907;2025-10-29 14:37:26.224208;1397.87;USD;Ukraine;transfer;Hudson Group;Rickey Olson;Box enough field professor attorney during.;mobile
247;128;2025-11-05 00:36:26.224208;6135.07;USD;Belarus;withdrawal;Rodriguez Ltd;Jimmy Smith;Key blood well she.;branch
248;205;2026-01-11 12:06:26.224208;2969.9;USD;Belarus;withdrawal;Jones-Rasmussen;Angela Francis;Me language hour.;online
249;974;2025-10-26 05:44:26.224208;74.09;USD;Poland;withdrawal;Powell, Page and Thompson;Connie Wang;Look page certainly.;branch
250;224;2025-12-11 10:19:26.224208;3147.97;USD;Ukraine;payment;Caldwell, Browning and Barry;Richard Santiago;Along raise its indeed around approach.;online
251;439;2025-11-12 18:19:26.224208;875.25;USD;USA;withdrawal;Butler, Cruz and Clark;Christina Edwards;Almost short back responsibility serve deep.;mobile
252;974;2026-03-03 20:16:26.224208;19.lip;USD;UK;transfer;Simmons-Edwards;Patricia Rodriguez;Add close day again alone.;mobile
253;427;2026-03-10 05:21:26.224208;146.7;USD;Turkey;payment;Brown PLC;Gina Adams;Pass Mr often behavior.;online
254;922;2025-12-14 18:31:26.224208;1947.83;USD;Czech Republic;payment;Ayala and Sons;Kimberly Lee;Allow fire professor.;mobile
255;313;2026-02-18 15:37:26.224208;2939.34;USD;Czech Republic;withdrawal;Smith Inc;Maurice Butler;Treat field matter start at traditional.;online
256;433;2025-10-31 01:54:26.224208;2675.15;USD;Czech Republic;payment;White-Alvarado;Amanda Weber;Easy radio fast heart.;mobile
257;836;2025-10-19 23:43:26.224208;2118.29;USD;Lithuania;transfer;Miller-Cook;Raymond Sims;Form everybody wear operation organization.;online
258;322;2026-01-27 06:41:26.224208;2801.43;USD;Poland;withdrawal;Wright Inc;Hannah Brooks;Reflect with traditional today whose.;online
259;993;2026-01-11 00:47:26.224208;2358.91;USD;Turkey;payment;Weiss and Sons;Lori Long;Difficult explain effect.;branch
260;360;2026-03-14 19:19:26.224208;3614.84;USD;UAE;withdrawal;Lee-Vargas;Heidi Smith;Night difference herself work term.;online
261;850;2026-03-06 15:17:26.224208;4559.97;USD;Kazakhstan;transfer;Cunningham-Perkins;Carlos Curtis;Take cell feeling despite industry lead.;online
262;435;2025-10-07 23:16:26.224208;3267.95;USD;Germany;transfer;Robinson-Cox;Samantha Lee;Particular answer week operation thing soldier.;online
263;53;2026-03-15 00:02:26.224208;185.43;USD;Ukraine;payment;Harrison, Walker and Barnes;Richard Porter;Ground goal writer learn listen his.;mobile
264;215;2026-03-14 11:33:26.224208;1006.29;USD;Turkey;transfer;Jones PLC;Connor Jenkins;Guy present world. крипта;online
265;904;2026-01-20 16:41:26.224208;600.99;USD;Turkey;withdrawal;Evans-Quinn;Darlene Mckay;Determine all grow agree career.;branch
266;680;2025-12-19 16:41:26.224208;3223.3;USD;Kazakhstan;transfer;Cummings and Sons;Michael Rodgers;Strategy allow drug million hand idea.;branch
267;406;2025-10-27 23:08:26.224208;47021.77;USD;Czech Republic;withdrawal;Riley LLC;Joseph Wade;Office low all outside.;online
268;608;2026-03-11 17:09:26.224208;237.3;USD;Germany;transfer;Jones Inc;Alyssa Carter;Social response they available. обмен;mobile
269;700;2026-02-17 00:56:26.224208;1249.27;USD;Belarus;withdrawal;Reeves-Evans;Christina Wiley;Party speech hospital owner produce enjoy.;branch
270;472;2026-02-25 03:47:26.224208;523.94;USD;Czech Republic;payment;Mendoza Ltd;Tanner Turner;Really employee tough condition.;branch
271;911;2026-01-24 17:54:26.224208;1614.87;USD;USA;payment;Palmer-Baird;Emily Ayala;Ready serious enter above plant.;branch
272;229;2025-12-03 02:56:26.224208;9334.32;USD;Lithuania;transfer;Mitchell-Gonzalez;Caroline Turner;Positive including various.;mobile
273;936;2025-11-23 02:28:26.224208;755.36;USD;UAE;withdrawal;Orr-Scott;William Nichols;Evidence relationship keep choose moment.;branch
274;989;2025-10-31 14:15:26.224208;476.09;USD;Kazakhstan;transfer;Buck, Scott and Sutton;Jeremy Davis;From together simply.;mobile
275;925;2026-03-20 00:07:26.224208;6959.26;USD;UAE;withdrawal;Warren PLC;Jill Wilson;Investment specific what pull room.;online
276;94;2026-02-01 23:20:26.224208;99464.04;USD;Turkey;withdrawal;Gomez-Allen;Dr. Mark Durham;Sound career issue eat.;mobile
277;542;2026-01-25 14:45:26.224208;7545.44;USD;Ukraine;payment;Wood-Andersen;Calvin Reilly;Kid another might military.;online
278;987;2025-10-07 05:16:26.224208;326.55;USD;Poland;payment;Quinn-Herrera;Miss Cindy Obrien DDS;Large expect father without.;mobile
279;624;2026-01-16 02:22:26.224208;2275.38;USD;Lithuania;withdrawal;Dennis-Reyes;Jason Boyle;Look year TV head.;branch
280;573;2026-01-12 06:04:26.224208;lip.37;USD;Poland;withdrawal;Black, Adams and Taylor;Danielle Macias;Around series thing million point.;branch
281;540;2026-03-12 05:14:26.224208;739.36;USD;UAE;withdrawal;Thompson PLC;Peter Day;Forward table participant. gift;online
282;238;2026-02-21 04:30:26.224208;1066.33;USD;USA;transfer;Cain, Smith and Nixon;William Foster;Face find five city.;branch
283;840;2025-11-15 00:59:26.224208;910.38;USD;Belarus;transfer;Hall, Robinson and Henry;Sean Kramer;East doctor activity find mother deep.;branch
284;882;2026-02-21 23:35:26.224208;1637.33;USD;Ukraine;withdrawal;Richardson-Baker;Kimberly Pace;Partner unit dream most.;branch
285;357;2025-12-14 12:34:26.224208;1392.08;USD;USA;withdrawal;Mcdaniel-Maldonado;Sheryl Terry;Could in result.;online
286;208;2025-11-24 11:47:26.224208;1184.63;USD;Turkey;payment;Martin, Gonzalez and Brown;Wayne Sanchez;Citizen alone day rich nor begin. крипта;branch
287;890;2025-12-02 21:12:26.224208;62372.57;USD;Germany;withdrawal;Duncan, Moore and Cordova;Hannah English MD;People care including town oil.;branch
288;387;2026-02-08 08:03:26.224208;3508.98;USD;UK;transfer;Russell, Wright and Holt;Bradley Williams;Case on yes.;online
289;811;2026-02-11 16:42:26.224208;619.33;USD;USA;withdrawal;Phillips-Tate;Kevin Kelley;Modern whatever my during direction.;branch
290;886;2025-12-11 08:11:26.224208;6031.62;USD;Germany;payment;Wright, Doyle and Taylor;Walter Green;Simply art how agreement own visit.;branch
291;794;2025-12-19 01:46:26.224208;1607.03;USD;UK;withdrawal;Thompson and Sons;Jeremy Lawson;Political care better war involve.;branch
292;262;2025-10-14 21:02:26.224208;3047.87;USD;Poland;withdrawal;Rasmussen Inc;Aaron Meza;Pay trade tend.;branch
293;884;2026-01-03 23:46:26.224208;2309.5;USD;Czech Republic;withdrawal;Jackson LLC;Tiffany Blake;Weight campaign by who visit wall.;mobile
294;770;2026-03-21 08:00:26.224208;3061.28;USD;Poland;withdrawal;Valenzuela, Thompson and Turner;Stephanie Tate;Positive move what.;branch
295;332;2025-11-18 13:27:26.224208;2865.53;USD;Ukraine;withdrawal;Johnson Inc;Miguel Bell;Season still big.;branch
296;778;2025-10-21 23:51:26.224208;1717.43;USD;UAE;payment;Ellis, Anthony and Ramirez;Stephen Martin;Whether allow million.;mobile
297;189;2025-10-22 19:31:26.224208;581.12;USD;Kazakhstan;withdrawal;Key LLC;Emily Ward;Scene over about go.;online
298;340;2026-01-20 21:22:26.224208;84.3;USD;Lithuania;transfer;Powell, Ibarra and Grant;Christopher Parks;On wonder hot can official.;online
299;606;2025-10-10 20:39:26.224208;3597.42;USD;UAE;transfer;Taylor Group;William Murray;Yourself worry day compare.;branch
300;167;2025-11-11 15:56:26.224208;3407.5;USD;Poland;withdrawal;Ward, Jones and Carrillo;Tracy Waters;Every action like fall store.;branch
301;385;2026-03-05 20:47:26.224208;788.98;USD;Lithuania;withdrawal;Fields-Hernandez;Lee Parsons;Similar national admit speak.;mobile
302;267;2025-10-01 07:45:26.224208;3728.07;USD;UAE;withdrawal;Collins and Sons;Lynn Pollard;Project suffer break. крипта;branch
303;927;2025-12-28 14:32:26.224208;602.28;USD;Kazakhstan;transfer;Johnson-Graham;Gary Oconnor;Deal already stage. gift;online
304;75;2025-09-30 05:05:26.224208;3775.99;USD;Ukraine;withdrawal;Johnson, Harris and King;Brett Washington;Thing oil start throughout identify record.;online
305;742;2026-02-23 23:23:26.224208;277.51;USD;Ukraine;transfer;Parks PLC;Wesley Johnson;Subject wonder feeling side list.;online
306;553;2025-10-16 09:38:26.224208;1721.2;USD;Czech Republic;transfer;Johns, James and Taylor;Jose Delgado;Eat whatever right.;mobile
307;328;2025-12-07 02:45:26.224208;892.31;USD;Belarus;transfer;Williams-Green;Sarah Harding;Such bit generation question create.;online
308;86;2026-01-26 21:07:26.224208;2314.3;USD;Belarus;payment;Delgado, Collins and Johnson;Douglas Johns;Same night then yet.;branch
309;165;2026-02-02 09:17:26.224208;2479.42;USD;Kazakhstan;payment;Lopez-Taylor;Crystal Arellano;Anything town choice.;branch
310;188;2025-10-29 12:40:26.224208;3589.41;USD;UAE;withdrawal;Perry PLC;Brian Rasmussen;Free like serve.;mobile
311;907;2025-11-02 04:19:26.224208;1553.57;USD;Czech Republic;transfer;Weaver-Kelly;Stacey Gordon;Many myself mother bank young quickly.;mobile
312;214;2026-02-08 08:45:26.224208;12442.0;USD;Poland;withdrawal;Martinez Ltd;William Adams;Hit give action performance term. gift;branch
313;597;2026-03-21 07:03:26.224208;1345.95;USD;USA;transfer;Sparks LLC;Mark Rojas;Range choice game he give per.;online
314;335;2025-12-08 00:28:26.224208;328.33;USD;UK;payment;Young PLC;Todd Lloyd;Leader wish world attorney year. exchange;branch
315;132;2026-01-21 13:54:26.224208;2412.72;USD;Ukraine;payment;Garcia, Gomez and Harrison;Kevin Myers;Tax walk fund board. cash out;branch
316;760;2026-02-12 23:51:26.224208;393.94;USD;USA;withdrawal;Schneider and Sons;Patricia Lozano;Piece section able.;mobile
317;9;2026-01-02 09:58:26.224208;707.05;USD;UAE;withdrawal;Summers PLC;Leslie Graham;Including recently with concern eye.;online
318;640;2025-10-25 23:14:26.224208;2859.81;USD;USA;withdrawal;Fowler, Stewart and Thornton;Emily Mcclure;Clearly else though right.;branch
319;246;2025-10-02 06:11:26.224208;1800.17;USD;UAE;withdrawal;Ramos, Ware and Jennings;Kimberly Wilson;Democratic because bill.;mobile
320;896;2025-10-19 21:03:26.224208;3875.87;USD;Poland;withdrawal;Rivera Group;Kaitlyn Howard;Gas where assume need employee.;branch
321;479;2026-01-16 13:44:26.224208;342.49;USD;Kazakhstan;withdrawal;Johnson and Sons;Natalie Wright;Enough million management then yet arrive.;branch
322;52;2025-09-28 10:20:26.224208;8836.19;USD;Germany;transfer;Moore-Miller;Alexander Lawson;From so travel music accept memory.;mobile
323;319;2026-03-04 11:46:26.224208;8386.55;USD;Czech Republic;payment;Clarke, Smith and Hunt;Nathan Mcdonald;Much yard other majority food.;online
324;76;2025-11-11 21:49:26.224208;522.51;USD;Ukraine;payment;Contreras-Perez;Jennifer Gardner;Public cover arrive operation why. exchange;online
325;442;2026-03-05 03:53:26.224208;980.87;USD;Ukraine;withdrawal;Rice, Lee and Mcclure;Robert Bowers;Street several yourself no.;online
326;678;2025-09-22 22:04:26.224208;2150.99;USD;Lithuania;withdrawal;Taylor-Murphy;Danielle Sawyer;Three sing house community someone.;mobile
327;668;2025-12-25 11:32:26.224208;6439.68;USD;USA;withdrawal;Charles-Matthews;Dawn Shannon;Time every specific admit. exchange;branch
328;667;2025-09-24 08:51:26.224208;9387.07;USD;Belarus;payment;Payne, Smith and Brewer;Jeffery Espinoza;Store wait itself could television college. обнал;online
329;251;2025-12-29 05:14:26.224208;1510.66;USD;Kazakhstan;withdrawal;King-Bartlett;Aaron Austin;Wear box memory call gun.;online
330;275;2026-02-19 20:52:26.224208;1166.61;USD;Poland;payment;Meyers, Howell and Christian;Ms. Rebecca Reyes MD;Movie each develop. gift;mobile
331;239;2025-10-28 12:56:26.224208;2486.12;USD;USA;payment;Brooks-Delacruz;Lindsey Brown;Eight guess issue.;branch
332;607;2025-11-09 10:12:26.224208;716.5;USD;Czech Republic;transfer;Boyle LLC;Diana Thomas;Idea discuss perform.;mobile
333;194;2025-12-11 04:32:26.224208;3995.88;USD;Ukraine;transfer;Lynch, Owens and Vincent;Melanie Burton;Chance performance past.;online
334;807;2025-11-14 19:05:26.224208;1122.03;USD;Lithuania;payment;Taylor Inc;Stacy Berg;Cover security yard west mention trouble.;branch
335;893;2025-12-25 10:48:26.224208;1266.12;USD;UK;transfer;Sanders PLC;Jared Cochran;Amount produce raise.;mobile
336;963;2025-12-24 03:55:26.224208;1922.96;USD;Czech Republic;payment;Rivera, Jones and Thompson;Andrew Wells;Way water cold none wide.;branch
